Method,Payoff,S0,E,r,sigma,T,N,M,Parallel,T_overall,T_calculation,Result,Error
Hybrid,call,100,110,0.02,0.75,1,75000,1000,25025,0.738042839,0.513152496,26.3166187,-0.2961751401
Hybrid,call,100,110,0.02,0.75,1,75000,1000,50050,0.876784627,0.47012173,26.30793955,-0.3048542892
Hybrid,call,100,110,0.02,0.75,1,100000,200,1001,2.374467964,2.253399246,26.40871231,-0.2040815348
Hybrid,call,100,110,0.02,0.75,1,100000,200,10010,0.4325259,0.266963824,26.1483346,-0.4644592434
Hybrid,call,100,110,0.02,0.75,1,100000,200,25025,0.36693486,0.13860434,26.35305133,-0.2597425056
Hybrid,call,100,110,0.02,0.75,1,100000,200,50050,0.558266597,0.153465582,26.7697165,0.1569226594
Hybrid,call,100,110,0.02,0.75,1,100000,1000,1001,11.05094453,10.92957168,26.25840276,-0.3543910843
Hybrid,call,100,110,0.02,0.75,1,100000,1000,10010,1.420222368,1.255141572,25.9860823,-0.6267115375
Hybrid,call,100,110,0.02,0.75,1,100000,1000,25025,0.965783412,0.737778193,26.60312434,-0.009669502852
Hybrid,call,100,110,0.02,0.75,1,100000,1000,50050,1.024264848,0.569022042,26.09783275,-0.5149610863
Serial,put,100,90,0.02,0.75,1,1000,200,0,0.033227969,0.033218558,22.84844488,0.7221646909
Serial,put,100,90,0.02,0.75,1,10000,200,0,0.298069977,0.298060718,22.21178907,0.08550887535
Serial,put,100,90,0.02,0.75,1,10000,1000,0,1.524005306,1.523996102,22.15070105,0.02442085948
Serial,put,100,90,0.02,0.75,1,25000,200,0,0.815579768,0.815571836,22.18134439,0.05506419841
Serial,put,100,90,0.02,0.75,1,25000,1000,0,3.864201715,3.864194257,22.13483672,0.008556526143
Serial,put,100,90,0.02,0.75,1,50000,200,0,1.561393134,1.561382478,22.1028287,-0.02345148696
Serial,put,100,90,0.02,0.75,1,50000,1000,0,7.890734642,7.890726216,22.09396421,-0.03231598083
Serial,put,100,90,0.02,0.75,1,75000,200,0,3.015755376,3.015745308,22.10660369,-0.01967650471
Serial,put,100,90,0.02,0.75,1,75000,1000,0,12.14263915,12.14262825,22.06793846,-0.05834172658
Serial,put,100,90,0.02,0.75,1,100000,200,0,3.312407886,3.312398528,22.10209198,-0.02418821433
Serial,put,100,90,0.02,0.75,1,100000,1000,0,16.94423966,16.94422928,22.05987021,-0.06640998128
OMP,put,100,90,0.02,0.75,1,1000,200,1,0.02249035,0.022477371,21.99730334,-0.1289768472
OMP,put,100,90,0.02,0.75,1,1000,200,5,0.030770479,0.030759301,21.99730334,-0.1289768472
OMP,put,100,90,0.02,0.75,1,1000,200,10,0.025702315,0.025695831,21.99730334,-0.1289768472
OMP,put,100,90,0.02,0.75,1,1000,200,25,0.033067982,0.033057335,21.99730334,-0.1289768472
OMP,put,100,90,0.02,0.75,1,1000,200,50,0.167622385,0.167616108,21.99730334,-0.1289768472
OMP,put,100,90,0.02,0.75,1,1000,200,100,0.259003855,0.258996142,21.99730334,-0.1289768472
OMP,put,100,90,0.02,0.75,1,1000,1000,1,0.094775665,0.094764257,21.91061826,-0.2156619299
OMP,put,100,90,0.02,0.75,1,1000,1000,5,0.104776303,0.104762847,21.91061826,-0.2156619299
OMP,put,100,90,0.02,0.75,1,1000,1000,10,0.105714022,0.105708119,21.91061826,-0.2156619299
OMP,put,100,90,0.02,0.75,1,1000,1000,25,0.144567368,0.144556507,22.10330611,-0.02297407628
OMP,put,100,90,0.02,0.75,1,1000,1000,50,0.838911672,0.838892977,22.10330611,-0.02297407628
OMP,put,100,90,0.02,0.75,1,1000,1000,100,1.161302645,1.161286665,21.52563627,-0.6006439183
OMP,put,100,90,0.02,0.75,1,10000,200,1,0.195293397,0.195280927,22.16749987,0.04121968242
OMP,put,100,90,0.02,0.75,1,10000,200,5,0.181874542,0.181862364,22.16749987,0.04121968242
OMP,put,100,90,0.02,0.75,1,10000,200,10,0.180512726,0.180493414,22.16749987,0.04121968242
OMP,put,100,90,0.02,0.75,1,10000,200,25,0.182640456,0.182631025,22.16749987,0.04121968242
OMP,put,100,90,0.02,0.75,1,10000,200,50,0.341276252,0.341264979,22.07179416,-0.05448602546
OMP,put,100,90,0.02,0.75,1,10000,200,100,0.425171159,0.425165893,22.07179416,-0.05448602546
OMP,put,100,90,0.02,0.75,1,10000,1000,1,0.998005348,0.99798496,21.99108011,-0.1352000798
OMP,put,100,90,0.02,0.75,1,10000,1000,5,0.850723301,0.850711499,22.15859767,0.0323174831
OMP,put,100,90,0.02,0.75,1,10000,1000,10,0.887015017,0.887008142,22.0107257,-0.1155544934
OMP,put,100,90,0.02,0.75,1,10000,1000,25,0.990863502,0.99084977,21.88443931,-0.2418408832
OMP,put,100,90,0.02,0.75,1,10000,1000,50,1.653152403,1.653143897,21.91164498,-0.2146352091
OMP,put,100,90,0.02,0.75,1,10000,1000,100,1.778494391,1.778484444,22.12029332,-0.00598686537
OMP,put,100,90,0.02,0.75,1,25000,200,1,0.508186068,0.508172285,21.89140798,-0.2348722065
OMP,put,100,90,0.02,0.75,1,25000,200,5,0.433499258,0.433487996,21.89140798,-0.2348722065
OMP,put,100,90,0.02,0.75,1,25000,200,10,0.444923993,0.44491769,21.94492907,-0.1813511221
OMP,put,100,90,0.02,0.75,1,25000,200,25,0.429138941,0.42913297,21.94492907,-0.1813511221
OMP,put,100,90,0.02,0.75,1,25000,200,50,0.589556799,0.589547117,21.94704204,-0.179238153
OMP,put,100,90,0.02,0.75,1,25000,200,100,0.683526438,0.683517112,21.9361327,-0.1901474906
OMP,put,100,90,0.02,0.75,1,25000,1000,1,2.593254621,2.593238359,21.96662418,-0.1596560138
OMP,put,100,90,0.02,0.75,1,25000,1000,5,2.143347111,2.143337337,22.08993055,-0.03634963647
OMP,put,100,90,0.02,0.75,1,25000,1000,10,2.103073045,2.103060099,22.01542391,-0.1108562796
OMP,put,100,90,0.02,0.75,1,25000,1000,25,2.168381577,2.168371712,21.9569577,-0.1693224927
OMP,put,100,90,0.02,0.75,1,25000,1000,50,3.031012244,3.031000708,22.0289804,-0.0972997872
OMP,put,100,90,0.02,0.75,1,25000,1000,100,3.07720327,3.077190953,21.9768088,-0.1494713947
OMP,put,100,90,0.02,0.75,1,50000,200,1,1.009385931,1.00937682,22.08172472,-0.04455547328
OMP,put,100,90,0.02,0.75,1,50000,200,5,0.901389302,0.901368243,21.9717542,-0.1545259932
OMP,put,100,90,0.02,0.75,1,50000,200,10,0.852978254,0.852967556,21.92082735,-0.205452838
OMP,put,100,90,0.02,0.75,1,50000,200,25,0.890918003,0.890911091,21.922471,-0.2038091875
OMP,put,100,90,0.02,0.75,1,50000,200,50,1.137179866,1.137168924,21.93702788,-0.1892523064
OMP,put,100,90,0.02,0.75,1,50000,200,100,1.03936896,1.039362708,22.05812083,-0.06815935505
OMP,put,100,90,0.02,0.75,1,50000,1000,1,5.181068408,5.181055235,21.99119276,-0.1350874282
